state,state_abbrev,bill_number,title,legiscan_bill_url,legiscan_text_url,year,status,collection_method
Kentucky,KY,SB162,AN ACT relating to schools.,https://legiscan.com/KY/bill/SB162/2019,https://legiscan.com/KY/text/SB162/id/1903366,2019.0,Enacted,API_Pipeline_Mar2026
Louisiana,LA,HB160,Provides for the collection and reporting of certain information relative to school safety and discipline,https://legiscan.com/LA/bill/HB160/2019,https://legiscan.com/LA/text/HB160/id/1972778,2019.0,Enacted,API_Pipeline_Mar2026
Louisiana,LA,HR293,"Recognizes October 21-27, 2019, as Safe Schools Week in Louisiana",https://legiscan.com/LA/bill/HR293/2019,https://legiscan.com/LA/text/HR293/id/2032893,2019.0,Passed,API_Pipeline_Mar2026
Maine,ME,LD858,"Resolve, Directing the Department of Education To Study and Make Recommendations Relating to School Safety and Security",https://legiscan.com/ME/bill/LD858/2019,https://legiscan.com/ME/text/LD858/id/1904674,2019.0,Passed,API_Pipeline_Mar2026
Maryland,MD,SB318,Education - School Safety Subcabinet Advisory Board - Membership,https://legiscan.com/MD/bill/SB318/2019,https://legiscan.com/MD/text/SB318/id/1881998,2019.0,Enacted,API_Pipeline_Mar2026
Mississippi,MS,HB1283,"The ""Mississippi School Safety Act of 2019""; enact.",https://legiscan.com/MS/bill/HB1283/2019,https://legiscan.com/MS/text/HB1283/id/1873290,2019.0,Passed,API_Pipeline_Mar2026
Montana,MT,HB601,Transfer funds within OPI for school safety professional development grants,https://legiscan.com/MT/bill/HB601/2019,https://legiscan.com/MT/text/HB601/id/1924513,2019.0,Passed,API_Pipeline_Mar2026
Montana,MT,SB35,Generally revise school safety laws,https://legiscan.com/MT/bill/SB35/2019,https://legiscan.com/MT/text/SB35/id/1835538,2019.0,Passed,API_Pipeline_Mar2026
Montana,MT,SB92,Generally revise laws related to school safety,https://legiscan.com/MT/bill/SB92/2019,https://legiscan.com/MT/text/SB92/id/1845411,2019.0,Passed,API_Pipeline_Mar2026
Nebraska,NE,LB390,Provide duties regarding school resource officers and security guards,https://legiscan.com/NE/bill/LB390/2019,https://legiscan.com/NE/text/LB390/id/1854754,2019.0,Passed,API_Pipeline_Mar2026
Nebraska,NE,LR302,Recognize the one hundredth anniversary of the American Automobile Association's School Safety Patrol program in Nebraska,https://legiscan.com/NE/bill/LR302/2019,https://legiscan.com/NE/text/LR302/id/2108801,2020.0,Passed,API_Pipeline_Mar2026
Nevada,NV,SB89,Makes various changes relating to education. (BDR 34-331),https://legiscan.com/NV/bill/SB89/2019,https://legiscan.com/NV/text/SB89/id/1826216,2019.0,Enacted,API_Pipeline_Mar2026
Nevada,NV,SB551,Revises provisions relating to state financial administration. (BDR 32-1286),https://legiscan.com/NV/bill/SB551/2019,https://legiscan.com/NV/text/SB551/id/2028164,2019.0,Enacted,API_Pipeline_Mar2026
New Mexico,NM,HB129,School Security Personnel & Deadly Weapons,https://legiscan.com/NM/bill/HB129/2019,https://legiscan.com/NM/text/HB129/id/1833016,2019.0,Enacted,API_Pipeline_Mar2026
New Mexico,NM,SB147,School Safety Drill Requirements,https://legiscan.com/NM/bill/SB147/2019,https://legiscan.com/NM/text/SB147/id/1833038,2019.0,Enacted,API_Pipeline_Mar2026
New Mexico,NM,SB288,Safe Schools For All Students Act,https://legiscan.com/NM/bill/SB288/2019,https://legiscan.com/NM/text/SB288/id/1863026,2019.0,Enacted,API_Pipeline_Mar2026
New York,NY,A02689,"Establishes extreme risk protection orders as a court-issued order of protection prohibiting a person from purchasing, possessing or attempting to purchase or possess a firearm, rifle or shotgun.",https://legiscan.com/NY/bill/A02689/2019,https://legiscan.com/NY/text/A02689/id/1870604,2019.0,Enacted,API_Pipeline_Mar2026
New York,NY,A07538,Relates to including bus drivers and monitors as school personnel for policies and procedures concerning school safety plans on school buses.,https://legiscan.com/NY/bill/A07538/2019,https://legiscan.com/NY/text/A07538/id/2012779,2019.0,Enacted,API_Pipeline_Mar2026
New York,NY,S02451,"Establishes extreme risk protection orders as a court-issued order of protection prohibiting a person from purchasing, possessing or attempting to purchase or possess a firearm, rifle or shotgun.",https://legiscan.com/NY/bill/S02451/2019,https://legiscan.com/NY/text/S02451/id/1871388,2019.0,Enacted,API_Pipeline_Mar2026
New York,NY,S05705,Relates to including bus drivers and monitors as school personnel for policies and procedures concerning school safety plans on school busses.,https://legiscan.com/NY/bill/S05705/2019,https://legiscan.com/NY/text/S05705/id/2016078,2019.0,Enacted,API_Pipeline_Mar2026
North Carolina,NC,H75,"School Safety Funds, Programs, and Reports",https://legiscan.com/NC/bill/H75/2019,https://legiscan.com/NC/text/H75/id/1905936,2019.0,Enacted,API_Pipeline_Mar2026
North Dakota,ND,2052,School district levies for a school safety plan; to provide an effective date.,https://legiscan.com/ND/bill/2052/2019,https://legiscan.com/ND/text/2052/id/1832551,2019.0,Passed,API_Pipeline_Mar2026
Ohio,OH,HB123,Regards school security and youth suicide awareness/training,https://legiscan.com/OH/bill/HB123/2019,https://legiscan.com/OH/text/HB123/id/1947464,2021.0,Passed,API_Pipeline_Mar2026
Ohio,OH,HB421,Provide immunity to hospital police officers,https://legiscan.com/OH/bill/HB421/2019,https://legiscan.com/OH/text/HB421/id/2071066,2020.0,Passed,API_Pipeline_Mar2026
Oregon,OR,HB3261,Relating to law enforcement interviews of persons under 18 years of age.,https://legiscan.com/OR/bill/HB3261/2019,https://legiscan.com/OR/text/HB3261/id/1942919,2019.0,Enacted,API_Pipeline_Mar2026
Oregon,OR,HB3427,Relating to education funding; prescribing an effective date; and providing for revenue raising that requires approval by a three-fifths majority.,https://legiscan.com/OR/bill/HB3427/2019,https://legiscan.com/OR/text/HB3427/id/1987217,2019.0,Enacted,API_Pipeline_Mar2026
Oregon,OR,SB1005,Relating to public safety; and declaring an emergency.,https://legiscan.com/OR/bill/SB1005/2019,https://legiscan.com/OR/text/SB1005/id/1942981,2019.0,Enacted,API_Pipeline_Mar2026
